event_id,fire_year,year,fitted_nbr
CA3407011864919931102,1993,2000,-0.1356702828002841
CA3765511953619940809,1994,2000,-0.07115607268783995
CA3715011953419940912,1994,2000,-0.05611084511075873
CA3805012286419951003,1995,2000,-0.19912717953145703
CA3515211854719950829,1995,2000,-0.020756852775226993
CA3520911991019960520,1996,2000,0.011315689627225685
CA3791311981819960814,1996,2000,-0.11034391952260338
CA3344711729819970904,1997,2000,-0.054538407714765195
CA3471012049419970927,1997,2000,-0.049606880516319306
CA3442211887219981018,1998,2000,-0.04615754383827983
CA3688212081319980710,1998,2000,-0.03796461029685153
CA3975712171519990823,1999,2000,-0.07221203061595272
CA3784511998419990823,1999,2000,-0.006426827926284915
CA3625712072920000803,2000,2000,0.03723588897910171
CA3771612024820000702,2000,2000,0.06252958956661483
CA3777211886020010702,2001,2000,-0.04116255102447051
CA3396111727920010623,2001,2000,0.04994308451800201
CA4146112251620020713,2002,2000,-0.12292518711991215
CA3474011878120020618,2002,2000,-0.03699977500600914
CA3500511465220030716,2003,2000,-0.09761852472046055
CA3976112013320030720,2003,2000,0.007293885457108785
CA3796411972720041015,2004,2000,-0.10713620736125595
CA3376011738120040503,2004,2000,0.04949140535414566
CA3937412284420050809,2005,2000,-0.19136407675311493
CA3508611531720050622,2005,2000,-0.0027638627966251276
CA3605012069320060722,2006,2000,-0.06042480138930423
CA3528111983720060711,2006,2000,0.022205375571050026
CA3338411718020071022,2007,2000,-0.07854788762117634
CA3757311966320071029,2007,2000,-0.24335792913395413
CA3976512124820080622,2008,2000,-0.3014727061682646
CA3391911775320081115,2008,2000,-0.0499337767933708
CA4156612316620090821,2009,2000,-0.20219197117671955
CA3419711786020090825,2009,2000,-0.1413110984443956
CA3334311736220100713,2010,2000,0.032627238512429324
CA3790211905120100726,2010,2000,0.01316519112904364
CA3309811647820111001,2011,2000,-0.04288332999939376
CA3713411828320110913,2011,2000,0.017854710080076414
CA3355611691120120814,2012,2000,-0.007208603502059114
CA3260811624320120517,2012,2000,0.041451936995265386
CA4018812160120130501,2013,2000,-0.21005723931269074
CA3881312282620131122,2013,2000,-0.14716657985673492
CA3976812365020140730,2014,2000,-0.3263522696911352
CA4122712136220140731,2014,2000,-0.17244845921976107
CA3745411858420150206,2015,2000,0.0010832343107966464
CA4016812363920150730,2015,2000,-0.27763567256535976
CA3779911892220160804,2016,2000,-0.07192601443164809
CA3436911855620160709,2016,2000,-0.07223245402374488
CA4145212338020170811,2017,2000,-0.3115340645036875
CA3589912026320170710,2017,2000,-0.07752930338893012
CA3906012314020180727,2018,2000,-0.16410981440574682
CA3511712010020180819,2018,2000,-0.023713724353855933
CA3892812226620190608,2019,2000,-0.07800593505067115
CA3433711905320191031,2019,2000,-0.05502252623167975
CA4185812335420200908,2020,2000,-0.2764388702290024
CA3375311768720201026,2020,2000,-0.020771623312231216
CA4156412340420210801,2021,2000,-0.2622038995306912
CA3658211879520210912,2021,2000,-0.20168156626074438
CA3633311865120220803,2022,2000,-0.10497305525826556
CA4090712359920220805,2022,2000,-0.28482282969492984
CA3389011707120230714,2023,2000,0.0440431854756159
CA3806111999220230909,2023,2000,-0.16498852362713903
CA3589912013419840525,1984,2001,-0.04753735307971722
CA3631411886919840821,1984,2001,-0.08240489484454924
CA4095612245219850718,1985,2001,-0.22863799165355825
CA4059212068919850708,1985,2001,-0.03212622295825491
CA3665912086319860602,1986,2001,0.011226851278792532
CA3389911714619860529,1986,2001,-0.006812973288168383
CA4184912355119870830,1987,2001,-0.17694636856202026
CA3600012102719870707,1987,2001,-0.08659362360669415
CA3362611673419880602,1988,2001,-0.05232651614567157
CA3879412296619880824,1988,2001,-0.15883307036724822
CA3407511899419891029,1989,2001,-0.07497515696495057
CA3464911838419890628,1989,2001,-0.08897559695909239
CA4033912181119900809,1990,2001,-0.10268182703730604
CA3305811714419900910,1990,2001,-0.029822733420183108
CA3655211908319910922,1991,2001,-0.0711920171344811
CA3876512278719911020,1991,2001,-0.22388217452195908
CA3592712121419920821,1992,2001,-0.04101076446816557
CA3622012145819920801,1992,2001,-0.13352488332468046
CA3411411897719931026,1993,2001,-0.07851522518519856
CA3407011864919931102,1993,2001,-0.14812899912261582
CA3765511953619940809,1994,2001,-0.06914475026843317
CA3715011953419940912,1994,2001,-0.0787107868077627
CA3805012286419951003,1995,2001,-0.16153639952268745
CA3515211854719950829,1995,2001,-0.05156975596637695
CA3520911991019960520,1996,2001,-0.010895079576730589
CA3791311981819960814,1996,2001,-0.11419183386971034
CA3344711729819970904,1997,2001,-0.08212886089709603
CA3471012049419970927,1997,2001,-0.039428347538664886
CA3442211887219981018,1998,2001,-0.05212010370119054
CA3688212081319980710,1998,2001,-0.016675294259028906
CA3975712171519990823,1999,2001,-0.08895114696387264
CA3784511998419990823,1999,2001,-0.06876996324643003
CA3625712072920000803,2000,2001,-0.0025410134324469146
CA3771612024820000702,2000,2001,-0.020751703126310844
CA3777211886020010702,2001,2001,0.1334745026051468
CA3396111727920010623,2001,2001,0.12430970429766944
CA4146112251620020713,2002,2001,-0.116373564260613
CA3474011878120020618,2002,2001,-0.05328279944657693
CA3500511465220030716,2003,2001,-0.10932735941580211
CA3976112013320030720,2003,2001,0.04415971126252817
CA3796411972720041015,2004,2001,-0.11003237082566296
CA3376011738120040503,2004,2001,-0.00012502484842964517
CA3937412284420050809,2005,2001,-0.17532612825616836
CA3508611531720050622,2005,2001,-0.002974057601478011
CA3605012069320060722,2006,2001,-0.06807069934743515
CA3528111983720060711,2006,2001,0.008059674423308634
CA3338411718020071022,2007,2001,-0.09664116377321354
CA3757311966320071029,2007,2001,-0.24012564281185075
CA3976512124820080622,2008,2001,-0.2972775707174629
CA3391911775320081115,2008,2001,-0.05929025399529899
